Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,TotalMarkDown,Type,Size
1,2011-04-29,72.03,3.81,215.6279544,7.682,False,0.0,A,151315
1,2011-05-06,64.61,3.906,215.7960035,7.682,False,0.0,A,151315
1,2011-05-13,75.64,3.899,215.9640526,7.682,False,0.0,A,151315
1,2011-05-20,67.63,3.907,215.7339202,7.682,False,0.0,A,151315
1,2011-05-27,77.72,3.786,215.5037878,7.682,False,0.0,A,151315
1,2011-06-03,83.0,3.699,215.2736553,7.682,False,0.0,A,151315
1,2011-06-10,83.13,3.648,215.0435229,7.682,False,0.0,A,151315
1,2011-06-17,86.41,3.637,214.9980596,7.682,False,0.0,A,151315
1,2011-06-24,83.58,3.594,215.0910982,7.682,False,0.0,A,151315
1,2011-07-01,85.55,3.524,215.1841368,7.962,False,0.0,A,151315
1,2011-07-08,85.83,3.48,215.2771754,7.962,False,0.0,A,151315
1,2011-07-15,88.54,3.575,215.3611087,7.962,False,0.0,A,151315
1,2011-07-22,85.77,3.651,215.4222784,7.962,False,0.0,A,151315
1,2011-07-29,86.83,3.682,215.4834482,7.962,False,0.0,A,151315
1,2011-08-05,91.65,3.684,215.544618,7.962,False,0.0,A,151315
1,2011-08-12,90.76,3.638,215.6057878,7.962,False,0.0,A,151315
1,2011-08-19,89.94,3.554,215.6693107,7.962,False,0.0,A,151315
1,2011-08-26,87.96,3.523,215.7332258,7.962,False,0.0,A,151315
1,2011-09-02,87.83,3.533,215.7971409,7.962,False,0.0,A,151315
1,2011-09-09,76.0,3.546,215.861056,7.962,True,0.0,A,151315
1,2011-09-16,79.94,3.526,216.0410526,7.962,False,0.0,A,151315
1,2011-09-23,75.8,3.467,216.3758246,7.962,False,0.0,A,151315
1,2011-09-30,79.69,3.355,216.7105965,7.962,False,0.0,A,151315
1,2011-10-07,69.31,3.285,217.0453684,7.866,False,0.0,A,151315
1,2011-10-14,71.74,3.274,217.3552733,7.866,False,0.0,A,151315
1,2011-10-21,63.71,3.353,217.5159762,7.866,False,0.0,A,151315
1,2011-10-28,66.57,3.372,217.6766791,7.866,False,0.0,A,151315
1,2011-11-04,54.98,3.332,217.837382,7.866,False,0.0,A,151315
1,2011-11-11,59.11,3.297,217.9980849,7.866,False,25671.68,A,151315
1,2011-11-18,62.25,3.308,218.2205088,7.866,False,12796.45,A,151315
1,2011-11-25,60.14,3.236,218.4676211,7.866,True,56876.74,A,151315
1,2011-12-02,48.91,3.172,218.7147333,7.866,False,29655.58,A,151315
1,2011-12-09,43.93,3.158,218.9618456,7.866,False,22865.91,A,151315
1,2011-12-16,51.63,3.159,219.1794533,7.866,False,9662.849999999999,A,151315
1,2011-12-23,47.96,3.112,219.3577216,7.866,False,6164.87,A,151315
1,2011-12-30,44.55,3.129,219.5359898,7.866,True,57753.27,A,151315
1,2012-01-06,49.01,3.157,219.7142581,7.348,False,38166.78,A,151315
1,2012-01-13,48.53,3.261,219.8925263,7.348,False,17423.86,A,151315
1,2012-01-20,54.11,3.268,219.9856893,7.348,False,10881.77,A,151315
1,2012-01-27,54.26,3.29,220.0788523,7.348,False,3524.39,A,151315
1,2012-02-03,56.55,3.36,220.1720153,7.348,False,76351.06999999999,A,151315
1,2012-02-10,48.02,3.409,220.2651783,7.348,True,36311.85,A,151315
1,2012-02-17,45.32,3.51,220.4257586,7.348,False,32757.37,A,151315
1,2012-02-24,57.25,3.555,220.636902,7.348,False,26272.330000000005,A,151315
1,2012-03-02,60.96,3.63,220.8480454,7.348,False,50479.69,A,151315
1,2012-03-09,58.76,3.669,221.0591887,7.348,False,16670.190000000002,A,151315
1,2012-03-16,64.74,3.734,221.2118132,7.348,False,9050.02,A,151315
1,2012-03-23,65.93,3.787,221.2864126,7.348,False,10216.95,A,151315
1,2012-03-30,67.61,3.845,221.3610119,7.348,False,14617.28,A,151315
1,2012-04-06,70.43,3.891,221.4356112,7.143,False,18461.26,A,151315
1,2012-04-13,69.07,3.891,221.5102105,7.143,False,12378.279999999999,A,151315
1,2012-04-20,66.76,3.877,221.5640737,7.143,False,8884.800000000001,A,151315
1,2012-04-27,67.23,3.814,221.6179368,7.143,False,10056.13,A,151315
1,2012-05-04,75.55,3.749,221.6718,7.143,False,29598.410000000003,A,151315
1,2012-05-11,73.77,3.688,221.7256632,7.143,False,13932.939999999999,A,151315
1,2012-05-18,70.33,3.63,221.742674,7.143,False,13382.92,A,151315
1,2012-05-25,77.22,3.561,221.744944,7.143,False,9845.67,A,151315
1,2012-06-01,77.95,3.501,221.7472139,7.143,False,10308.32,A,151315
1,2012-06-08,78.3,3.452,221.7494839,7.143,False,18809.109999999997,A,151315
1,2012-06-15,79.35,3.393,221.7626421,7.143,False,11235.380000000001,A,151315
1,2012-06-22,78.39,3.346,221.8030211,7.143,False,18386.61,A,151315
1,2012-06-29,84.88,3.286,221.8434,7.143,False,8776.29,A,151315
1,2012-07-06,81.57,3.227,221.8837789,6.908,False,22721.04,A,151315
1,2012-07-13,77.12,3.256,221.9241579,6.908,False,13805.32,A,151315
1,2012-07-20,80.42,3.311,221.9327267,6.908,False,9026.460000000001,A,151315
1,2012-07-27,82.66,3.407,221.9412954,6.908,False,22130.24,A,151315
1,2012-08-03,86.11,3.417,221.9498642,6.908,False,44403.74,A,151315
1,2012-08-10,85.05,3.494,221.9584329,6.908,False,23488.550000000003,A,151315
1,2012-08-17,84.85,3.571,222.0384109,6.908,False,10003.11,A,151315
1,2012-08-24,77.66,3.62,222.1719457,6.908,False,17952.14,A,151315
1,2012-08-31,80.49,3.638,222.3054805,6.908,False,37809.35,A,151315
1,2012-09-07,83.96,3.73,222.4390153,6.908,True,12148.85,A,151315
1,2012-09-14,74.97,3.717,222.5820193,6.908,False,26754.140000000003,A,151315
1,2012-09-21,69.87,3.721,222.7818386,6.908,False,13831.400000000001,A,151315
1,2012-09-28,76.08,3.666,222.9816579,6.908,False,9837.8,A,151315
1,2012-10-05,68.55,3.617,223.1814772,6.573,False,15339.68,A,151315
1,2012-10-12,62.99,3.601,223.3812965,6.573,False,8623.1,A,151315
1,2012-10-19,67.97,3.594,223.4257233,6.573,False,3348.3599999999997,A,151315
1,2012-10-26,69.16,3.506,223.4442513,6.573,False,4985.77,A,151315
1,2012-11-02,55.32,3.386,223.4627793,6.573,False,18342.28,A,151315
1,2012-11-09,61.24,3.314,223.4813073,6.573,False,25633.44,A,151315
1,2012-11-16,52.92,3.252,223.5129105,6.573,False,17838.0,A,151315
1,2012-11-23,56.23,3.211,223.5619474,6.573,True,76311.31000000001,A,151315
1,2012-11-30,52.34,3.207,223.6109842,6.573,False,13415.29,A,151315
1,2012-12-07,64.12,3.198,223.6600211,6.573,False,19689.96,A,151315
1,2012-12-14,48.89,3.168,223.7192767,6.573,False,7994.49,A,151315
1,2012-12-21,56.02,3.098,223.8398455,6.573,False,11697.88,A,151315
1,2012-12-28,44.79,3.108,223.9604143,6.573,True,51218.77999999999,A,151315
1,2013-01-04,41.73,3.161,224.080983,6.525,False,30607.800000000003,A,151315
1,2013-01-11,50.32,3.243,224.2015518,6.525,False,27442.809999999998,A,151315
1,2013-01-18,42.92,3.237,224.2358132,6.525,False,9483.05,A,151315
1,2013-01-25,53.37,3.227,224.2355518,6.525,False,4121.14,A,151315
1,2013-02-01,56.46,3.244,224.2352903,6.525,False,32546.239999999998,A,151315
1,2013-02-08,56.67,3.417,224.2350289,6.525,True,58464.24,A,151315
1,2013-02-15,49.66,3.475,224.2760526,6.525,False,98974.87,A,151315
1,2013-02-22,50.25,3.597,224.4202895,6.525,False,44784.0,A,151315
1,2013-03-01,48.01,3.711,224.5645263,6.525,False,13648.13,A,151315
1,2013-03-08,50.81,3.658,224.7087632,6.525,False,9673.07,A,151315
1,2013-03-15,55.33,3.622,224.8356808,6.525,False,8349.55,A,151315
1,2013-03-22,63.42,3.611,224.9193005,6.525,False,22382.49,A,151315
1,2013-03-29,51.0,3.606,225.0029202,6.525,False,17479.09,A,151315
1,2013-04-05,58.59,3.583,225.0865399,6.314,False,24616.54,A,151315
1,2013-04-12,62.72,3.529,225.1701596,6.314,False,8443.58,A,151315
1,2013-04-19,67.1,3.451,225.1701596,6.314,False,6162.62,A,151315
1,2013-04-26,59.23,3.417,225.1701596,6.314,False,4423.97,A,151315
1,2013-05-03,66.66,3.386,224.95763766504186,6.314,False,3787.03,A,151315
1,2013-05-10,63.9,3.392,224.99534257038383,6.314,False,14514.08,A,151315
1,2013-05-17,69.53,3.454,225.03196718845453,6.314,False,26605.03,A,151315
1,2013-05-24,77.19,3.494,225.06753561171502,6.314,False,15850.630000000001,A,151315
1,2013-05-31,78.02,3.466,225.10207273339486,6.314,False,5089.96,A,151315
1,2013-06-07,76.44,3.439,225.13560424749238,6.314,False,10526.02,A,151315
1,2013-06-14,79.86,3.431,225.16815664877436,6.314,False,23481.679999999997,A,151315
1,2013-06-21,81.35,3.479,225.19975723277628,6.314,False,17786.03,A,151315
1,2013-06-28,83.94,3.495,225.23043409580217,6.314,False,13639.039999999999,A,151315
1,2013-07-05,79.85,3.422,225.26021613492463,6.491324675311773,False,23454.899999999998,A,151315
1,2013-07-12,83.12,3.4,225.28913304798493,6.491324675311773,False,12680.45,A,151315
1,2013-07-19,79.26,3.556,225.31721533359286,6.491324675311773,False,10770.5,A,151315
1,2013-07-26,81.54,3.62,225.3444942911269,6.491324675311773,False,2290.1900000000005,A,151315
2,2010-02-05,40.19,2.572,210.7526053,8.324,False,0.0,A,202307
2,2010-02-12,38.49,2.548,210.8979935,8.324,True,0.0,A,202307
2,2010-02-19,39.69,2.514,210.9451605,8.324,False,0.0,A,202307
2,2010-02-26,46.1,2.561,210.9759573,8.324,False,0.0,A,202307
2,2010-03-05,47.17,2.625,211.0067542,8.324,False,0.0,A,202307
2,2010-03-12,57.56,2.667,211.037551,8.324,False,0.0,A,202307
2,2010-03-19,54.52,2.72,210.8733316,8.324,False,0.0,A,202307
2,2010-03-26,51.26,2.732,210.6766095,8.324,False,0.0,A,202307
2,2010-04-02,63.27,2.719,210.4798874,8.2,False,0.0,A,202307
2,2010-04-09,65.41,2.77,210.2831653,8.2,False,0.0,A,202307
2,2010-04-16,68.07,2.808,210.1495463,8.2,False,0.0,A,202307
2,2010-04-23,65.11,2.795,210.1000648,8.2,False,0.0,A,202307
2,2010-04-30,66.98,2.78,210.0505833,8.2,False,0.0,A,202307
2,2010-05-07,71.28,2.835,210.0011018,8.2,False,0.0,A,202307
2,2010-05-14,73.31,2.854,209.9984585,8.2,False,0.0,A,202307
2,2010-05-21,74.83,2.826,210.2768443,8.2,False,0.0,A,202307
2,2010-05-28,81.13,2.759,210.5552301,8.2,False,0.0,A,202307
2,2010-06-04,81.81,2.705,210.833616,8.2,False,0.0,A,202307
2,2010-06-11,83.4,2.668,211.1120018,8.2,False,0.0,A,202307
2,2010-06-18,85.81,2.637,211.1096543,8.2,False,0.0,A,202307
2,2010-06-25,86.26,2.653,210.9950134,8.2,False,0.0,A,202307
2,2010-07-02,82.74,2.669,210.8803726,8.099,False,0.0,A,202307
2,2010-07-09,82.59,2.642,210.7657317,8.099,False,0.0,A,202307
2,2010-07-16,85.32,2.623,210.7577954,8.099,False,0.0,A,202307
2,2010-07-23,87.66,2.608,210.8921319,8.099,False,0.0,A,202307
2,2010-07-30,83.49,2.64,211.0264684,8.099,False,0.0,A,202307
2,2010-08-06,89.53,2.627,211.1608049,8.099,False,0.0,A,202307
2,2010-08-13,89.05,2.692,211.2951413,8.099,False,0.0,A,202307
2,2010-08-20,88.7,2.664,211.2596586,8.099,False,0.0,A,202307
2,2010-08-27,87.12,2.619,211.2241759,8.099,False,0.0,A,202307
2,2010-09-03,81.83,2.577,211.1886931,8.099,False,0.0,A,202307
2,2010-09-10,79.09,2.565,211.1532104,8.099,True,0.0,A,202307
2,2010-09-17,82.05,2.582,211.1806415,8.099,False,0.0,A,202307
2,2010-09-24,81.79,2.624,211.2552578,8.099,False,0.0,A,202307
2,2010-10-01,69.24,2.603,211.3298742,8.163,False,0.0,A,202307
2,2010-10-08,63.19,2.633,211.4044906,8.163,False,0.0,A,202307
2,2010-10-15,65.8,2.72,211.4713286,8.163,False,0.0,A,202307
2,2010-10-22,68.5,2.725,211.5187208,8.163,False,0.0,A,202307
2,2010-10-29,66.24,2.716,211.5661131,8.163,False,0.0,A,202307
2,2010-11-05,57.85,2.689,211.6135053,8.163,False,0.0,A,202307
2,2010-11-12,59.69,2.728,211.6608975,8.163,False,0.0,A,202307
2,2010-11-19,50.81,2.771,211.5470304,8.163,False,0.0,A,202307
2,2010-11-26,62.98,2.735,211.4062867,8.163,True,0.0,A,202307
2,2010-12-03,49.33,2.708,211.265543,8.163,False,0.0,A,202307
2,2010-12-10,45.5,2.843,211.1247993,8.163,False,0.0,A,202307
2,2010-12-17,47.55,2.869,211.0645458,8.163,False,0.0,A,202307
2,2010-12-24,49.97,2.886,211.0646599,8.163,False,0.0,A,202307
2,2010-12-31,47.3,2.943,211.064774,8.163,True,0.0,A,202307
2,2011-01-07,44.69,2.976,211.0648881,8.028,False,0.0,A,202307
2,2011-01-14,33.02,2.983,211.1176713,8.028,False,0.0,A,202307
2,2011-01-21,41.4,3.016,211.4864691,8.028,False,0.0,A,202307
2,2011-01-28,42.83,3.01,211.8552668,8.028,False,0.0,A,202307
2,2011-02-04,38.25,2.989,212.2240646,8.028,False,0.0,A,202307
2,2011-02-11,33.19,3.022,212.5928624,8.028,True,0.0,A,202307
2,2011-02-18,57.83,3.045,212.9033115,8.028,False,0.0,A,202307
2,2011-02-25,60.8,3.065,213.190421,8.028,False,0.0,A,202307
2,2011-03-04,57.77,3.288,213.4775305,8.028,False,0.0,A,202307
2,2011-03-11,52.7,3.459,213.7646401,8.028,False,0.0,A,202307
2,2011-03-18,62.32,3.488,214.0156238,8.028,False,0.0,A,202307
2,2011-03-25,69.42,3.473,214.2521573,8.028,False,0.0,A,202307
2,2011-04-01,55.43,3.524,214.4886908,7.931,False,0.0,A,202307
2,2011-04-08,67.0,3.622,214.7252242,7.931,False,0.0,A,202307
2,2011-04-15,69.48,3.743,214.9420631,7.931,False,0.0,A,202307
2,2011-04-22,69.39,3.807,215.1096657,7.931,False,0.0,A,202307
2,2011-04-29,69.21,3.81,215.2772683,7.931,False,0.0,A,202307
2,2011-05-06,61.48,3.906,215.4448709,7.931,False,0.0,A,202307
2,2011-05-13,74.61,3.899,215.6124735,7.931,False,0.0,A,202307
2,2011-05-20,67.14,3.907,215.3834778,7.931,False,0.0,A,202307
2,2011-05-27,76.42,3.786,215.1544822,7.931,False,0.0,A,202307
2,2011-06-03,83.07,3.699,214.9254865,7.931,False,0.0,A,202307
2,2011-06-10,83.4,3.648,214.6964908,7.931,False,0.0,A,202307
2,2011-06-17,86.53,3.637,214.6513538,7.931,False,0.0,A,202307
2,2011-06-24,85.17,3.594,214.7441108,7.931,False,0.0,A,202307
2,2011-07-01,85.69,3.524,214.8368678,7.852,False,0.0,A,202307
2,2011-07-08,87.7,3.48,214.9296249,7.852,False,0.0,A,202307
2,2011-07-15,89.83,3.575,215.0134426,7.852,False,0.0,A,202307
2,2011-07-22,89.34,3.651,215.0749122,7.852,False,0.0,A,202307
2,2011-07-29,90.07,3.682,215.1363819,7.852,False,0.0,A,202307
2,2011-08-05,93.34,3.684,215.1978515,7.852,False,0.0,A,202307
2,2011-08-12,91.58,3.638,215.2593211,7.852,False,0.0,A,202307
2,2011-08-19,89.86,3.554,215.3229307,7.852,False,0.0,A,202307
2,2011-08-26,90.45,3.523,215.386897,7.852,False,0.0,A,202307
2,2011-09-02,89.64,3.533,215.4508632,7.852,False,0.0,A,202307
2,2011-09-09,77.97,3.546,215.5148295,7.852,True,0.0,A,202307
2,2011-09-16,78.85,3.526,215.6944378,7.852,False,0.0,A,202307
2,2011-09-23,75.58,3.467,216.0282356,7.852,False,0.0,A,202307
2,2011-09-30,78.14,3.355,216.3620333,7.852,False,0.0,A,202307
2,2011-10-07,69.92,3.285,216.6958311,7.441,False,0.0,A,202307
2,2011-10-14,71.67,3.274,217.0048261,7.441,False,0.0,A,202307
2,2011-10-21,64.53,3.353,217.1650042,7.441,False,0.0,A,202307
2,2011-10-28,65.87,3.372,217.3251824,7.441,False,0.0,A,202307
2,2011-11-04,55.53,3.332,217.4853605,7.441,False,0.0,A,202307
2,2011-11-11,59.33,3.297,217.6455387,7.441,False,41227.19,A,202307
2,2011-11-18,62.01,3.308,217.8670218,7.441,False,16391.04,A,202307
2,2011-11-25,56.36,3.236,218.1130269,7.441,True,80045.4,A,202307
2,2011-12-02,48.74,3.172,218.3590319,7.441,False,42674.66,A,202307
2,2011-12-09,41.76,3.158,218.605037,7.441,False,24878.65,A,202307
2,2011-12-16,50.13,3.159,218.8217928,7.441,False,10525.42,A,202307
2,2011-12-23,46.66,3.112,218.9995495,7.441,False,11014.34,A,202307
2,2011-12-30,44.57,3.129,219.1773063,7.441,True,105528.0,A,202307
2,2012-01-06,46.75,3.157,219.355063,7.057,False,52955.060000000005,A,202307
2,2012-01-13,45.99,3.261,219.5328198,7.057,False,21559.510000000002,A,202307
2,2012-01-20,51.7,3.268,219.6258417,7.057,False,16093.050000000001,A,202307
2,2012-01-27,50.5,3.29,219.7188636,7.057,False,6170.7300000000005,A,202307
2,2012-02-03,55.21,3.36,219.8118854,7.057,False,134773.50999999998,A,202307
2,2012-02-10,46.98,3.409,219.9049073,7.057,True,43972.11,A,202307
2,2012-02-17,43.82,3.51,220.0651993,7.057,False,39808.76,A,202307
2,2012-02-24,54.63,3.555,220.275944,7.057,False,40797.42,A,202307
2,2012-03-02,58.79,3.63,220.4866886,7.057,False,40784.13,A,202307
2,2012-03-09,57.11,3.669,220.6974332,7.057,False,22400.4,A,202307
2,2012-03-16,63.68,3.734,220.8498468,7.057,False,10923.99,A,202307
2,2012-03-23,64.01,3.787,220.9244858,7.057,False,13069.11,A,202307
2,2012-03-30,66.83,3.845,220.9991248,7.057,False,19038.87,A,202307
2,2012-04-06,68.43,3.891,221.0737638,6.891,False,22576.29,A,202307
2,2012-04-13,68.08,3.891,221.1484028,6.891,False,21715.91,A,202307
2,2012-04-20,65.69,3.877,221.2021074,6.891,False,14539.140000000001,A,202307
2,2012-04-27,67.2,3.814,221.255812,6.891,False,5932.610000000001,A,202307
2,2012-05-04,76.73,3.749,221.3095166,6.891,False,36184.5,A,202307
2,2012-05-11,73.87,3.688,221.3632212,6.891,False,25402.15,A,202307
2,2012-05-18,71.27,3.63,221.380331,6.891,False,17611.6,A,202307
2,2012-05-25,78.19,3.561,221.3828029,6.891,False,30247.16,A,202307
2,2012-06-01,78.38,3.501,221.3852748,6.891,False,21872.57,A,202307
2,2012-06-08,78.69,3.452,221.3877467,6.891,False,27192.45,A,202307
2,2012-06-15,80.56,3.393,221.4009901,6.891,False,18512.59,A,202307
2,2012-06-22,81.04,3.346,221.4411622,6.891,False,54989.94,A,202307
2,2012-06-29,86.32,3.286,221.4813343,6.891,False,16392.43,A,202307
2,2012-07-06,84.2,3.227,221.5215064,6.565,False,24977.629999999997,A,202307
2,2012-07-13,80.17,3.256,221.5616784,6.565,False,19404.09,A,202307
2,2012-07-20,83.23,3.311,221.5701123,6.565,False,13082.53,A,202307
2,2012-07-27,86.37,3.407,221.5785461,6.565,False,18525.730000000003,A,202307
2,2012-08-03,90.22,3.417,221.5869799,6.565,False,56313.16,A,202307
2,2012-08-10,88.55,3.494,221.5954138,6.565,False,15183.89,A,202307
2,2012-08-17,84.79,3.571,221.6751459,6.565,False,14296.01,A,202307
2,2012-08-24,76.91,3.62,221.8083518,6.565,False,13052.84,A,202307
2,2012-08-31,82.64,3.638,221.9415576,6.565,False,35229.98,A,202307
2,2012-09-07,87.65,3.73,222.0747635,6.565,True,17065.58,A,202307
2,2012-09-14,75.88,3.717,222.2174395,6.565,False,19486.489999999998,A,202307
2,2012-09-21,71.09,3.721,222.4169362,6.565,False,15336.669999999998,A,202307
2,2012-09-28,79.45,3.666,222.6164329,6.565,False,12604.74,A,202307
2,2012-10-05,70.27,3.617,222.8159296,6.17,False,12928.57,A,202307
2,2012-10-12,60.97,3.601,223.0154263,6.17,False,13186.65,A,202307
2,2012-10-19,68.08,3.594,223.0598077,6.17,False,8684.990000000002,A,202307
2,2012-10-26,69.79,3.506,223.0783366,6.17,False,9678.800000000001,A,202307
2,2012-11-02,56.4,3.386,223.0968655,6.17,False,21880.699999999997,A,202307
2,2012-11-09,61.9,3.314,223.1153944,6.17,False,25984.300000000003,A,202307
2,2012-11-16,52.72,3.252,223.1469028,6.17,False,38058.58,A,202307
2,2012-11-23,58.06,3.211,223.1957173,6.17,True,109611.15000000001,A,202307
2,2012-11-30,52.64,3.207,223.2445318,6.17,False,15801.87,A,202307
2,2012-12-07,64.19,3.198,223.2933463,6.17,False,24989.38,A,202307
2,2012-12-14,47.69,3.168,223.3523969,6.17,False,8891.41,A,202307
2,2012-12-21,55.14,3.098,223.4728642,6.17,False,9016.24,A,202307
2,2012-12-28,41.56,3.108,223.5933316,6.17,True,73717.26,A,202307
2,2013-01-04,39.12,3.161,223.7137989,6.237,False,40476.09,A,202307
2,2013-01-11,47.42,3.243,223.8342663,6.237,False,25285.36,A,202307
2,2013-01-18,40.98,3.237,223.86882,6.237,False,9601.56,A,202307
2,2013-01-25,51.33,3.227,223.8690083,6.237,False,5330.95,A,202307
2,2013-02-01,54.75,3.244,223.8691966,6.237,False,32994.21,A,202307
2,2013-02-08,56.08,3.417,223.8693849,6.237,True,117660.84,A,202307
2,2013-02-15,48.92,3.475,223.9106714,6.237,False,35162.61,A,202307
2,2013-02-22,48.16,3.597,224.0547032,6.237,False,15352.939999999999,A,202307
2,2013-03-01,46.08,3.711,224.198735,6.237,False,10941.36,A,202307
2,2013-03-08,51.12,3.658,224.3427668,6.237,False,38002.92,A,202307
2,2013-03-15,55.14,3.622,224.469439,6.237,False,10955.2,A,202307
2,2013-03-22,59.97,3.611,224.5527121,6.237,False,19227.42,A,202307
2,2013-03-29,50.54,3.606,224.6359852,6.237,False,13305.68,A,202307
2,2013-04-05,58.3,3.583,224.7192583,6.112,False,27725.030000000002,A,202307
2,2013-04-12,61.23,3.529,224.8025314,6.112,False,15287.789999999999,A,202307
2,2013-04-19,67.05,3.451,224.8025314,6.112,False,9836.7,A,202307
2,2013-04-26,58.13,3.417,224.8025314,6.112,False,5448.91,A,202307
2,2013-05-03,65.26,3.386,224.5921457537193,6.112,False,20103.65,A,202307
2,2013-05-10,63.51,3.392,224.63006210602984,6.112,False,46604.600000000006,A,202307
2,2013-05-17,70.55,3.454,224.66691403562456,6.112,False,12535.720000000001,A,202307
2,2013-05-24,76.83,3.494,224.70272592176403,6.112,False,12910.99,A,202307
2,2013-05-31,78.05,3.466,224.73752294632402,6.112,False,6008.29,A,202307
